album,date,track,lyrics
Physical Graffiti,1975-02-22 00:00:00,Houses of the Holy,"[Verse 1]Let me take you to the movieCan I take you to the show?Let me be yours ever trulyCan I make your garden grow?[Verse 2]From the houses of the holyWe can watch the white doves goFrom the door comes Satan's daughterAnd it only goes to showYou know[Verse 3]There's an angel on my shoulderIn my hand a sword of goldLet me wander in your gardenAnd the seeds of love I'll sowYou know[Verse 4]So the world is spinning fasterAre you dizzy when you stall?Let the music be your masterWill you heed the master's call?Oh, Satan and man [Verse 5]Said there ain't no use in crying'Cause it will only, only drive you madDoes it hurt to hear them lying?Was this the only world you had? Oh, oh[Verse 1]So let me take you, take you to the movieCan I take you, baby, to the show?Why don't you let me be your ever truly?Can I make your garden grow?You know, that's right"
Physical Graffiti,1975-02-22 00:00:00,Trampled Under Foot,"[Verse 1]Greased and slicked down fineGroovy leather trimI like the way you hold the roadMama, it ain't no sin[Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout[Verse 2]Ooh, trouble-free transmissionHelps your oils flowMama, let me pump your gasMama, let me do it all[Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout[Verse 3]Check that heavy metalUnderneath your hoodBaby, I can work all nightBelieve I got the perfect tools [Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout[Verse 4]A model built for comfortReally built with styleSpecialist traditionMama, let me feast my eyes[Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout[Verse 5]Factory air-conditionedHeat begins to riseGuaranteed to run for hoursMama, it's the perfect size[Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout [Verse 6]Grooving on the freewayGauge is on the redGun down on my gasolineBelieve I'm gonna crack a head[Refrain]Talking 'bout loveTalking 'bout loveTalking 'bout...I can't stop talking aboutI can't stop talking aboutOoh, yeah, yesDrive on[Keyboard Solo]Ooh, yeah, yeah, yeah, yeah, yesI'm coming through[Verse 7]Come to me for serviceEvery hundred milesBaby, let me check your pointsFix your overdrive[Refrain]Talking 'bout loveI'm talking 'bout loveI'm talking 'bout [Verse 8]Ooh yeah, fully automaticComes in any sizeMakes me wonder what I didBefore we synchronized[Refrain]Talking 'bout loveTalking 'bout loveI'm talking 'bout[Verse 9]Oooh, feather-light suspensionKonis couldn't holdI'm so glad I took a lookInside your showroom doors[Refrain]Talking 'bout loveTalking 'bout loveTalking 'boutOh, I can'tOh, I can't[Outro]Oh, I can't stop talking about loveI can't stop talking about loveOoh, let me go on down, go on downGo on down, go on down, go on down, yeahI can't stop talking aboutI can't stop talking about love, oh yeahI can't stop talking about love or my babyI can't stop talking about love, my babyMy baby, my baby, yeahPush, pushPush itPush, pushOooooooohhh"
Physical Graffiti,1975-02-22 00:00:00,Kashmir,"[Instrumental Intro][Verse 1]Oh, let the sun beat down upon my faceWith stars to fill my dreamsI am a traveler of both time and spaceTo be where I have beenSit with elders of a gentle raceThis world has seldom seenTalk of days for which they sit and waitAll will be revealed[Verse 2]Talk and song from tongues of lilting graceWhose sounds caress my earBut not a word I heard could I relateThe story was quite clearOh, ohOh, oh[Bridge]OooohOh, baby, I been flyingNo, yeah, mama, there ain't no denyingOh, ooh, yeah, I've been flyingMama, mama, ain't no denying, no denying Oh, all I see turns to brownAs the sun burns the groundAnd my eyes fill with sandAs I scan this wasted landTrying to find, trying to find, where I've been[Verse 3]Oh, pilot of the storm who leaves no traceLike thoughts inside a dreamHere is the path that led me to that placeYellow desert streamMy Shangri-La beneath the summer moonI will return againSure as the dust that floats high in JuneWhen movin' through Kashmir[Verse 4]Oh, father of the four winds, fill my sailsAcross the sea of yearsWith no provision but an open faceAlong the straits of fearOh, ohOh, ohOohOoooh [Outro]Oh, when I'm on, when I'm on my way, yeahWhen I see, when I see the way you stay, yeahOoh, yeah-yeah, ooh, yeah-yeah, when I'm down, yeahOoh, yeah-yeah, ooh, yeah-yeah, but I'm down, so downOoh, my baby, ooh, my baby, let me take you thereOh, oh, come on, come onOh, let me take you there, let me take you thereOoh, yeah-yeah, ooh, yeah-yeahLet me take you there, let me take you there"
Physical Graffiti,1975-02-22 00:00:00,In the Light,"[Instrumental Intro 00:00-01:45][Verse 1]And if you feel that you can't go onAnd your will's sinking lowJust believe, and you can't go wrongIn the light you will find the roadYou will find the road[Verse 2]Hey, ooh, did you ever believe that I could leave youStanding out in the cold?Yeah, baby, I know how it feels 'cause I have slipped throughTo the very depths of my soul, yeahOh-ho, baby, I just want to show you what a clear viewIt is from every bend in the roadNow listen to meOh, whoa-whoa, as I wasAnd really would be for you, too, honeyAs you would for me, oh, I would share your loadLet me share your loadOoh, let me share, share your load[Instrumental Break 04:10-05:28][Verse 3]And if you feel that you can't go onIn the light you will find the roadHey, oh ho, the the winds of change may blow around youBut that will always be so, ohWhoa whoa, whoa whoa, when love is pain it can devour you, but you are never aloneI will share your load, I will share your loadBaby, let me, oh, let me [Bridge]In the lightEverybody needs the lightOoh, yeah yeahOoh, babyEverybody, everybody, everybodySure enough they do[Outro]Light, light, light, in the lightLight, light, light, in the light, ooh, yeahLight, light, light, in the lightLight, light, light, in the lightLight, light, light, in the light, ooh yeah yeahLight, light, light, in the light, everybody, come on now"
Physical Graffiti,1975-02-22 00:00:00,Bron-Yr-Aur,
Physical Graffiti,1975-02-22 00:00:00,Down by the Seaside,"[Verse 1]Down by the seasideSee the boats go sailingCan the people hearOh, what the little fish are saying?[Refrain]OoohOoohOh, ohThe people turned away, ohThe people turned away[Verse 2]Down in the city streetsSee all the folk go racing, racingNo time left, oh noTo pass the time of day[Refrain]OoohOoohHey, hey, yeahThe people turned awayThe people turned away [Bridge]So far away, so far awaySee how they run, see how they runSee how they run, see how they runDo you still do the twist?Do you find you remember things that well?I wanna tell youSome go twisting every dayThough sometimes it's awful hard to tellUh huh, uh huh, uh huh, ohh[Verse 3]Out in the countryHear the people singingSinging about their growin'Knowing where they're goin'Yeah, yeah[Refrain]OoohOoohOh, oh, oh, ohThe people turned away, yeahThe people turned away[Verse 4]Sing loud for the sunshinePray hard for the rainAnd show your love for Lady NatureAnd she will come back againYeah, yes, she will [Refrain]OoohOoohOh, oh, ohThe people turned awayThe people turned away[Don't they know that they're goin'?]"
Physical Graffiti,1975-02-22 00:00:00,Ten Years Gone,"[Instrumental Intro - 0:00-1:12][Verse 1]Then, as it was, then again it will beAnd though the course may change sometimesRivers always reach the seaFlying skies of fortune, each a separate wayOn the wings of maybe, downing birds of preyKind of makes me feel sometimes, didn’t have to goBut as the eagle leaves the nest, got so far to go[Verse 2]Changes fill my time, baby, that's all right with meIn the midst I think of you, and how it used to be[Guitar Solo - 2:30-3:19][Verse 3]Did you ever really need somebodyAnd really need 'em bad?Did you ever really want somebodyThe best love you ever had?Do you ever remember me, baby?Did it feel so good?'Cause it was just the first timeAnd you knew you would [Instrumental Bridge - 3:43-4:22][Verse 4]Through the eyes and I sparkle, senses growing keenTaste your love along the way, see your feathers preenKind of makes me feel sometimes, didn't have to growWe are eagles of one nest, the nest is in our soul[Verse 5]Vixen in my dreams, with great surprise to meNever thought I'd see your face the way it used to beOh darling, oh darlingOh, oh darling, oh yeah, oh darling[Outro]I'm never going to leave youI'm never going to leaveHolding on, ten years goneTen years gone, holding on, ten years goneI'm never, I'm neverOooh, yeah..."
Physical Graffiti,1975-02-22 00:00:00,Night Flight,"[Verse 1]I received a message from my brother across the waterHe sat laughing as he wrote, ""The end's in sight""So I said goodbye to all my friends and packed my hopes inside a matchbox'Cause I know it's time to fly[Chorus]Oh, yeah, come on, meet me in the morningMeet me in the middle of the nightAh, yeah, the morning light is comingDon't it make you wanna go and feel alright?Ooh yeah, ah hah[Verse 2]I just jumped a train that never stopsSo now somehow I know I'll never finish paying for my rideSomeone pushed a gun into my handTell me I'm the type of man to fight the fight without inquiring[Chorus]Oh, yeah-ha come on, meet me in the morningWon't you meet me in the middle of the night, night, night, yeah?Oh, well, the morning light is comingDon't it make you wanna go and feel alright?[Bridge]Oh, mama, well, I think it's time I'm leavingNothing here to make me stayWhoa, mama, well, it must be time I'm goingThey're knocking down them doors, they're trying to take me awayPlease, Mr. Brakeman, won't you ring your bellAnd ring it loud and clear?Please, Mr. Fireman, won't you ring your bell?Tell the people they got to fly away from here [Verse 3]Oh, I once saw a picture of a lady with a babySouthern lady, had a very, very special smileWe are in the middle of a change in destinationWhen the train stops, all together we will smile[Chorus]Oh, come on, come on now, meet me in the morningWon't you meet me in the middle of the night, night, n-n-night?Oh, oh yeah, everybody know the morning time is comingDon't it make you wanna feel alright? Ah, ah, yeah[Outro]Make me feel alrightFly now, babyGet to fly, yeahFly now, babyOh, hey heyUh, uh, uh, uh"
Physical Graffiti,1975-02-22 00:00:00,The Wanton Song,"[Chorus]Silent woman in the night, you cameTook my seed from my shaking frameSame old fire, another flameAnd the wheel rolls on[Verse 1]Silent woman through the flames, you comeFrom the deep behind the sunSeems my nightmares, my loving gunLeft me barely holding on, oh[Instrumental Bridge][Verse 2]With blazing eyes you see my trembling handWhen we know the time has comeLose my senses, lose commandFeel your healing rivers run[Verse 3]Is it every time I fallThat I think this is the one?Ooh, in the darkness can you hear me call?Another day has just begunAnother day, yeah [Instrumental Bridge][Guitar Solo]Ooooh[Chorus]Silent woman, my face is changedSome know in ways to comeFeel my fire needs a brand new flameAnd the wheel rolls on, rolls onRolls on, rolls on, babe, oooooooh"
Physical Graffiti,1975-02-22 00:00:00,Boogie with Stu,"[Verse 1]Been in town, my baby, we just got to rock onYeah-yeah-yeah-yeah, darling, we just got to go homeI don't want no tutti-frutti, no lollipopCome on, baby, just rock, rock, rock[Verse 2]Yeah-yeah-yeah-yeah, honeyWe've been shaking all nightOh, oh, oh, oh darling, we just got to roll rightAaah, ooh, my head, rock on, rock on[Mandolin and Piano Break][Verse 3]Hey babe, hey babe, hey babe, hey babeHey babe, hey babe, hey babe, hey babeI don't want no tutti-frutti, no lollipopCome on baby, just rock, rock, rock[Outro]Ooh hoo, ooh hooOoh hoo, ooh hooOoh hoo, ooh hooOoh hoo, ooh hooOohoo oohoo oohoo oohoo oohooLet's go outOoh hoo, ooh hooOoh hoo, ooh hooOoh hoo, ooh hooI don't want no tutti-frutti, no lollipopCome on baby, just rock, rock, yeah [Laughter]"
Physical Graffiti,1975-02-22 00:00:00,Black Country Woman,"[Intro: Engineer, Jimmy Page &amp; Robert Plant]Shall we roll it, Jimmy?We're rolling on, what, one?No, one again?*Airplane heard flying overhead*Got to get this airplane offNaw, leave it, yeah[Verse 1: Robert Plant]Hey, hey, mama, what's the matter here?Hey, hey, mama, what's the matter here?You didn't have to tell me that you love me soYou didn't have to love me, mama, let me goHey, hey, mama, what's the matter here?You didn't have to make me a total disgraceYou didn't have to leave me with that beer in my faceHey, hey, mama, what's the matter here?That's alright, it's awful dog-gone clear[Verse 2: Robert Plant]Hey, hey, baby, why you treat me mean?Oh, oh, baby, why you treat me mean?You didn't have to crucify me like you didYou didn't have to tell me I was just your kidHey, hey, mama, why'd you treat me mean?You didn't have say you'd always be by my sideYou didn't have to tell me you'd be my blushing brideHey, hey, mama, why you treat me mean?But that's alright, I know your sisters, too [Verse 3: Robert Plant]You didn't have to tell me that you love me soYou didn't have to leave me, mama, let me goHey, hey, mama, what is wrong with you?You didn't have to leave me like a total disgraceYou didn't have to leave me with that beer on my faceHey, hey, mama, what is wrong with you?Oh, but that's alright, I'd be the same way, too[Harmonica Solo]Oh yeah, ohOooh, yeahOooh[Verse 4: Robert Plant]Now now now, you didn't have to crucify me like you didYou didn't have to tell me I was just your kidHey, hey, mama, what's the matter here?You didn't have to tell me you would be my ownYou didn't have to tell me, baby, let me goHey, hey, mama, what is wrong with you?That's alright, I know your sister, tooOoh, yeah yeahOoh yeahOoh, yeah yeahOoh, yeah yeahOoh yeahOh [Outro: Robert ]What's the matter with you, mama?"
Physical Graffiti,1975-02-22 00:00:00,Sick Again,"[Verse 1]From the window of your rented limousineI caught your pretty blue eyesOne day soon, you're gonna reach sixteenPainted lady in the city of lies[Chorus]Oh, do you know my name?Do I look the same?You know I'm the one you want, babeI must be the one you need, yeah[Verse 2]Clutching pages from your teenage dreamIn the lobby of the Hotel ParadiseThrough the circus of the L.A. queensHow fast you'll learn the downhill slide[Chorus]Oh, how you like my face?Still don't know your nameYou know I'm the one you want, babe, ooh, yesI must be the one you need, need, need, need, yeah, yeah, yeah, yeahOh, you've got to tell me[Guitar Solo] [Bridge]Just a minute, just a minute[Verse 3]Lips like cherries on the brow of a queenCome on, flash across in my eyesSaid you dug me since you were thirteenThen you giggle as you heave and sigh[Chorus]Oh, do you know my name?Do I look the same?Baby, I gotta tell you, I'm the one you wantAnd everybody know I'm the one you need, yeah[Bridge]Oh, give it to meCome on nowCome on nowCome on now[Verse 4]Hours, hours, and the moments in betweenOh, baby, how the time fliesThe fun of coming, oh, the pain in leavingBaby, dry those silver eyes [Chorus]Oh, do you know my name?Do I look the same?You know I'm the one you want, ooh, yesI'm the one you need, yeah[Outro]Ooh, that's rightOoh, yeah, that's rightOoh, that's rightThat's rightThat's rightOoh, yeah, that's rightThat's rightAah, aah, aah, aah, aah*Cough*"
Presence,1976-02-22 00:00:00,Achilles' Last Stand,"[Verse 1]It was an April morning when they told us we should goAnd as I turned to you, you smiled at me How could we say no?With all the fun to have to live the dreams we always hadOh, the songs to sing when we at last return again[Verse 2]Sending off a glancing kiss to those who claim they knowBelow the streets that steam and hiss, the devil's in his holeOh, to sail away to sandy lands and other daysOh, to touch the dream, hides inside and never seen, yeah[Verse 3]Into the sun, the south, the north, at last the birds have flownShackles of commitments fell in pieces on the groundOh, to ride the wind, to tread the air above the dinOh, to laugh aloud, dancing as we fought the crowd, yeah[Verse 4]To seek the man whose pointing hand, the giant step unfoldsTo guide us from the curving path that turns our feet to stoneIf one bell should ring in celebration for a kingSo fast the heart should beat as proud the head with heavy feetYeah[Guitar Solo]Oooooh, yeah [Verse 5]Days went by when you and I bathed in eternal summer's glowAs far away and distant, our mutual child did growOh, the sweet refrain soothes the soul and calms the painOh, Albion remains sleeping now to rise again[Chorus]Wandering and wandering what place to rest the searchThe mighty arms of Atlas hold the heavens from the earthFor the mighty arms of Atlas hold the heavens from the earthFrom the earth, oh, oh, oh, oh(Oh, oh, oh, oh, oh)I know the way, know the way, know the way, know the way(Oh, oh, oh, oh, oh)I know the way, know the way, know the way, know the way[Bridge]Oh, oh, oh, ohOh, oh, oh, ohAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh ah ah ahOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, oh [Outro]Oh, the mighty arms of Atlas hold the heavens from the earth(Ohhhhh, ohhh, ohhh, ohhhhh, ohhhhhh)Ah-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah, ah-ahOooooh oooh, oh"
Presence,1976-02-22 00:00:00,For Your Life,"[Intro]Well, wellOh...Oh, oh, oh[Verse 1]You said I was the onlyWith my lemon in your handUh oh, uh ohExhibition is your habitEmotion second handUh oh, uh ohHad to pull away to save meMaybe next time around, ohh...And she said, ""Don't you want it?Don't you want cocaine, cocaine, cocaine?""Hadn't planned to, could not stand toTry it, fry it, na na na na yeah[Verse 2]Ooooh ooohHeard a cry for mercyIn the city of the damnedUh oh, babe, damnedIn the pits you go no lowerThe next stop's undergroundOh, hello, undergroundYour wine and roses ain't quite overFate deals a losing handAnd I said, didn't mean toDid not mean to f-failYou didn't plan it, you over-ran it [Instrumental Break][Bridge]Do you want it? Do you want toDo it when you want to?Do you want it? Do you want toDo it when you want to?When you blow it, babeYou got to blow it rightOh, baby, if you fake it, mamaBaby, fake with all your mightWhen you fake it, mamaPlease fake it right for yourself, babeWhen you fake it, babyYou're faking it for your life, for your lifeFor your life, for your lifeDo it, do it, do it, do it, do itDo it when you wannaDo it, do it, do it, do it, do itDo it when you wanna[Guitar Solo][Verse 3]Oh, I can have you, babyBut I don't know what to do, yeahSometime, baby, nothing I could do, yeahOn the balance of a crystalPaying through the nose*Snort*And when they couldn't resist youI thought you'd go with the flowAnd now your stage is emptyBring down the curtain, baby, pleaseFold up your showHadn't planned toCould not stand to fry in itI hadn't planned itI over-ran it, fryingFor your life, for your life"
Presence,1976-02-22 00:00:00,Royal Orleans,"[Chorus]One-time love, take care how you use itTry to make it last all nightAnd if you take your pick, be careful how you choose itSometimes it's hard to feel it biteFeel it bite[Verse 1]A man I know went down to LouisianaHad himself a bad, bad fightAnd when the sun peeked throughJohn Cameron with SuzannaHe kissed the whiskers, left and rightWhiskers[Verse 2]Now, now, now, fright subsidesAt a hotel in the quarterOur friends check in to pass the nightNow love gets hot, but fire preceded waterPoor whiskers set that room alight[Guitar Solo][Bridge]Whiskers [Verse 3]Down on Bourbon Street, you know it's rightYou can see my friendThey run around all through the nightMost everywhereUntil the closet's bareRun for the razor burnDoin' up my hairNew Orleans queensSure know how to schmooze itMaybe for some that seems all rightWhen I step outStrut down with my sugarShe'd best not talk like Barry White![Chorus]Now one-time love, take care how you use itTry to make it last all nightAnd if you take your pick, be careful how you choose itSometimes it's hard to feel it bite"
Presence,1976-02-22 00:00:00,Nobody's Fault But Mine,"[Chorus]Aah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ahAah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ah[Verse 1]Oh, nobody's fault but mineNobody's fault but mine, yeahTrying to save my soul tonight[Refrain]Oh, it's nobody's fault but mine[Verse 2]Devil he taught me to rollDevil he taught me to roll-oll-oll, ohHow to roll the lot you like[Refrain]It's nobody's fault but mine [Chorus]Aah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ahAah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ahAah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ah[Harmonica Solo][Verse 3]Brother he showed me the gongBrother he showed me the ding dong ding dongHow to kick that gong to life[Refrain]Oh, it's nobody's fault but mine[Verse 4]Got a monkey on my backM-m-m-m-m-monkey on my back, back, back, backGonna change my ways tonight [Refrain]Nobody's fault but mine[Guitar Solo][Chorus]Aah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ahAah, aah, ah, aahAah, aah, ah, aahAah, aah, ah-ah-ah-ah-ahAah, aah, ah, ah-ah-ah-ah[Outro]Aah, aah, ah, aahAah, aah, ah, aahHow to kick that gong to lightN-n-n-n-n-n-n-nobody's fault"
Presence,1976-02-22 00:00:00,Candy Store Rock,"[Verse 1]WellOh, baby, baby, don't you want a man like me?Oh, baby, baby, I'm just as sweet as anybody could beOh, baby, baby, I want to look to your eyes of blueOh, baby, baby, it's more than anybody else could do[Verse 2]WellOh, baby, baby, you know when I see you walking down the streetOh, baby, baby, well you looking good enough to eatOh, baby, baby, I don't believe I've tasted this beforeOh, baby, baby, I want it now and every mouthful more of you[Chorus]Talk about you, you, talk about you[Verse 3]Oh, baby, baby, you know that I wanted it moreOh, baby, baby, I'm about to kiss goodbye to this storeOh, baby, baby, it ain't the wrapping that sells the goodsOh, baby, baby, I got a sweet tooth when my mouth is full of you[Chorus]Talk about you, ooh, you, talk about youYou, talk about you, ooh, you, talk about you [Bridge]Ooh, oohBaby, it's alright, it's alrightOoh, oohBaby, it's alright, it's alright[Verse 4]WellOh, baby, baby, oh you sting like a beeOh, baby, baby, I like your honey and it sure likes meOh, baby, baby, I got my spoon inside your jarOh, baby, baby, don't give me too much, don't make me starve[Verse 5]Oh, baby, baby, sugar sister on a silver plateOh, baby, baby, I need a mouthful and I just can't wait, noOh, baby, baby, see the shaking in my handOh, baby, baby, don't mean to fumble but it tastes so grandTastes so grand, tastes so grandTastes so grand, tastes so grand[Outro]Ooh, ooh, yeahBaby, it's alright, oh, it's alrightOoh, oohOh, baby, it's alright, oh, it's alrightOoh, oohIt's alright, oh, it's alrightOoh, oohIt's alright, yeah, it's alrightOoh, oohIt's alright, it's alrightOoh, ooh, oohIt's alright, it's alrightOoh, yeah, ooh, yeahIt's alright, it's alrightOoh, ooh, yeahAlright"
Presence,1976-02-22 00:00:00,Hots On for Nowhere,"[Verse 1]I was burned in the heat of the momentThough it could've been the heat of the dayWhen I learned how my time had been wastedTear fell as I turned away[Verse 2]Now, I've got friends who will give me their shoulderWhen I should happen to fallThe time and his bride growing olderI've got friends who will give me fuck all[Chorus]Lalalalalalalalaa, yeahLalalalalalalala, my babyLalalalalalalalaa, yeahLalalalalalalala[Verse 3]Corner of Bleecker and nowhereIn the land of not-quite-dayA shiver runs down my backboneFace in the mirror turns grey[Verse 4]So looked round to hitch up the reindeerSearching hard trying to brighten the dayI turned around to look for the snowmanTo my surprise he'd melted away, yeah [Chorus]Lalalalalalalalaa, yeahLalalalalalalala, my babyLalalalalalalalaa, yeahLalalalalalalala[Verse 5]The moon and the stars call the orderInside my tides dance the ebb and swayThe sun in my soul's sinking lowerWhile the hope in my hands turns to clay[Verse 6]I don't ask that my field's full of cloverI don't moan at opportunity's doorAnd if you ask my advice, take it slowerThen your story'd be your finest reward[Chorus]Lalalalalalalalaa, yeahLalalalalalalala, my babyLalalalalalalalaa, yeahLalalalalalalala, now do it[Bridge](Oh) oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, oh [Guitar Solo][Verse 7]Lost on the path to attainmentSearch in the eyes of the wiseWhen I bled from the heart of the matterI started bleeding without a disguise[Verse 8]Now that everything's fine under heavenNow and then you've got to take time to pauseWhen you're down on the ground, don't be messing aroundOr you'll land in a boat without oars[Chorus]Lalalalalalalalaa, yeahLalalalalalalala, my babyLalalalalalalalaa, yeahLalalalalalalala[Bridge]Hey babe (Oh, oh, oh, oh)Hey babe (Oh, oh, oh, oh)Hey babeI lost my wayHey babe (Oh, oh, oh, oh)Hey babe (Oh, oh, oh, oh)I really, really do nowHey babe (Oh, oh, oh, oh)Hey babe (Oh, oh, oh, oh)I don't know where I'm going to find itHey babe (Oh, oh, oh, oh)Hey babe (Oh, oh, oh, oh)Do you want to know?Do you really, really, want to help me, yeah? [Outro]Let me tell you now, babe (Oh, oh, oh, oh)Let me tell you (Oh, oh, oh, oh)That it feels so good that it must be rightNow my babe (Oh, oh, oh, oh)Let me tell you (Oh, oh, oh, oh)That it feels so good that it must be rightNow my babe (Oh, oh, oh, oh)Let me tell you (Oh, oh, oh, oh)That it feels so, that it feels so, that it feels so, that it feels so good (Oh, oh, oh, oh)So good (Oh, oh, oh, oh), so good, oh yes"
Presence,1976-02-22 00:00:00,Tea for One,"[Chorus]How come twenty-four hoursBaby, sometimes seem to slip into days?Oh, twenty-four hoursBaby, sometimes seem to slip into days, yeah?When a minute seems like a lifetimeOh, baby, when I feel this way[Verse 1]Sitting, looking at the clockOh, time moves so slowI've been watchin' for the hands to moveUntil I just can't look no more[Chorus]How come twenty-four hoursBaby, sometimes seems to slip into days?A minute seems like a lifetimeBaby, when I feel this way[Instrumental Break][Guitar Solo][Verse 2]To sing a song for youI recall you used to say""Oh, baby, this one's for we two""Which in the end is you anyway [Chorus]How come twenty-four hoursBaby, sometimes seem to slip into days?A minute seems like a lifetimeOh, baby, when I feel this way[Verse 3]There was a time that I stood tallIn the eyes of other menBut by my own choice I left you, womanAnd now I can't get back again[Chorus]How come twenty-four hoursSometimes seem to slip into days, days?Well, well, well, a minute seems like a lifetimeBaby, when I feel this wayA minute seems like a lifetimeOh, baby, when I feel this wayI feel this way"
In Through the Out Door,1979-02-22 00:00:00,In the Evening,"[Verse 1]In the eveningWhen the day is doneI'm looking for a womanOh, but the girl don't comeSo don't let herPlay you for a foolShe don't show no pity, babyNo, no, she don't make no rules[Chorus]Oh, I need your loveI need your loveOh, I need your loveI just got to have[Verse 2]So don't you let herOh, get under your skinIt's only bad luck and troubleOh, from the day that you beginI hear you crying in the darknessNo, don't ask nobody's helpOh, ain't no pockets full of mercy, babyBecause you can only blame yourself [Chorus]Oh, I need your loveOh, oh, need your loveOoh, yeah, I need your loveI got to have[Verse 3]Ooh, it's simpleAll the pain that you go throughYou can turn away from fortune, fortune, fortuneBecause that's all that's left to youHey, it's lonely at the bottomMan, it's dizzy at the topBut if you're standing in the middle, oh, oh, khAin't no way you're gonna stopOh, baby[Chorus]Oh, oh, I need your loveOh, oh, I need your loveOh, oh, I need your loveI've got to have[Guitar Solo][Interlude] [Verse 4]Ooh, whateverThat your days may bringNo use hiding in a corner, oh, no'Cuse that won't change a thingIf you're dancing in the doldrumsOne day soon, it's got to stop, it's got to stopWhen you're the master of the off-chanceWhell, you don't expect a lot, oh[Chorus]Oh, I need your loveOh, oh, I need your loveOoh, yeah, I need your loveI've got to have, I've got to have[Outro]Aw, baby, I've got to have your loveI've got to haveOh, babe, I've got to have your loveOh, oh, have your loveOh, oh, oh, oh, I've got to have your loveJust got toI just gotI just got to, oh, ohOh, oh, oh, oh, oh, oh"
In Through the Out Door,1979-02-22 00:00:00,South Bound Saurez,"[Verse 1]Baby, when you walk that sweet walkOh, you walk it good, yes, you walk it goodBaby, when you talk that sweet talkIt sounds so good, oh, so good[Chorus]With a little bit of concentrationAnd a little bit of helping hands, yeahAnd a little bit of raving madness, heyYou know it makes me feel, babyBoth my feet are back on the ground[Verse 2]And when the rhythm takes meIt feels so good, oh, so goodBaby, if it keeps a-shakingIt will do you good, oh, so much good[Chorus]With a little bit of stop-a-shaking, shakingAnd a little bit of fly right downWoo, just a little bit of sweet con-carne, yeahIt makes me feel, makes me feelI got my feet on the ground [Guitar Solo][Verse 3]Ooh, now baby, a-when you move, it makes me, yeahReally feel so good, oh, so goodAnd I'm so glad, so glad, so glad, so gladAnd I'm good, oh, so good[Chorus]With a little bit of, ooh, ah, concentrationJust a little bit of a-helping hands, yeahWith a little bit of raving madnessIt makes me feel, oh-ho, it makes me feelI'm back on the groundOh, yes, it sure doesIt makes me feel, hey, yeah, back on the groundSuarez! Suarez!Baby, baby, you back on the ground, yeah![Outro]I'm good, yeahI'm feeling good, yeah, heyI'm feeling good, yeahI'm feeling good, yeah, heyDown on the ground (Sha-la-la-la, sha-la-la-la-la-la)I'm feeling good, yeah (Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)(Sha-la-la-la, sha-la-la-la-la)(Sha-la-la-la, sha-la-la-la-la)(Sha-la-la-la, sha-la-la-la-la)(Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah(Sha-la-la-la, sha-la-la-la-la)I'm feeling good, yeah, yeah, yeah, yeah, yeah (Sha-la-la-la, sha-la-la-la-la)(Sha-la-la-la, sha-la-la-la-la)Suarez! (Sha-la-la-la, sha-la-la-la-la)Suarez! (Sha-la-la-la, sha-la-la-la-la)Suarez! (Sha-la-la-la...)"
